1G.txt;1073741824;1_512;224124
1G.txt;1073741824;1_1024;98643
1G.txt;1073741824;2_512;181576
1G.txt;1073741824;2_1024;96036
1G.txt;1073741824;4_512;163490
1G.txt;1073741824;4_1024;87355
1G.txt;1073741824;4_2048;35366
1G.txt;1073741824;8_512;138463
1G.txt;1073741824;8_1024;70308
1G.txt;1073741824;12_512;134070
1G.txt;1073741824;12_1024;67056
1G.txt;1073741824;16_512;134672
1G.txt;1073741824;16_1024;67161
128kb.txt;131072;1_512;24
128kb.txt;131072;1_1024;14
128kb.txt;131072;2_512;19
128kb.txt;131072;2_1024;12
128kb.txt;131072;4_512;19
128kb.txt;131072;4_1024;10
128kb.txt;131072;4_2048;4
128kb.txt;131072;8_512;17
128kb.txt;131072;8_1024;9
128kb.txt;131072;12_512;18
128kb.txt;131072;12_1024;9
128kb.txt;131072;16_512;17
128kb.txt;131072;16_1024;9
