128kb.txt;131072;1_512;85
128kb.txt;131072;1_1024;51
128kb.txt;131072;1_2048;29
128kb.txt;131072;1_131072;7
128kb.txt;131072;2_512;61
128kb.txt;131072;2_1024;30
128kb.txt;131072;2_2048;19
128kb.txt;131072;2_131072;4
128kb.txt;131072;4_512;45
128kb.txt;131072;4_1024;27
128kb.txt;131072;4_2048;17
128kb.txt;131072;4_131072;12
128kb.txt;131072;8_512;38
128kb.txt;131072;8_1024;25
128kb.txt;131072;8_2048;15
128kb.txt;131072;8_131072;3
128kb.txt;131072;12_512;38
128kb.txt;131072;12_1024;28
128kb.txt;131072;12_2048;16
128kb.txt;131072;12_131072;3
128kb.txt;131072;16_512;39
128kb.txt;131072;16_1024;25
128kb.txt;131072;16_2048;19
128kb.txt;131072;16_131072;3
1G.txt;1073741824;1_512;839627
1G.txt;1073741824;1_1024;416916
1G.txt;1073741824;1_2048;211690
1G.txt;1073741824;1_131072;11515
1G.txt;1073741824;1_1073741824;5735
1G.txt;1073741824;2_512;453792
1G.txt;1073741824;2_1024;247165
1G.txt;1073741824;2_2048;114276
1G.txt;1073741824;2_131072;6806
1G.txt;1073741824;4_512;313306
1G.txt;1073741824;4_1024;182640
1G.txt;1073741824;4_2048;95156
1G.txt;1073741824;4_131072;6941
1G.txt;1073741824;8_512;293918
1G.txt;1073741824;8_1024;179475
1G.txt;1073741824;8_2048;102476
1G.txt;1073741824;8_131072;6973
1G.txt;1073741824;12_512;289817
1G.txt;1073741824;12_1024;178279
1G.txt;1073741824;12_2048;98912
1G.txt;1073741824;12_131072;6714
1G.txt;1073741824;16_512;292659
1G.txt;1073741824;16_1024;184614
1G.txt;1073741824;16_2048;103593
1G.txt;1073741824;16_131072;6632
